"","source","id","type","date","year","decade","lat","lon","source2","type_gbif","state","acceptedNameUsage","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","group","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http://unknown.org/classs","http://unknown.org/occurrenceDetails","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lowestBiostratigraphicZone","member","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingEffort","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimSRS","verbatimTaxonRank","vernacularName","waterBody","downloadDate"
"2709","GBIF","GBIF63","specimen",1954-08-29,1954,"1950s",44.624386363662,-120.13276646245,"KU","PhysicalObject","Oregon",NA,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oregon","WHEELER CO",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"62282","Mammalia",359,"MITCHELL, 4 MI N, 1 MI E OF, Oregon, WHEELER CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",86,NA,NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954-08-29T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","686391455","Erethizon","Erethizon",2437593,"WGS84",NA,"N Slade","2007-08-31",NA,NA,"Topozone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92a3ffda-1ed8-11e3-bfac-90b11c41863e",NA,NA,"epixanthus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686391455,"Animalia",1,"en","2018-05-08T20:27:33.782+0000","2018-05-08T15:48:09.778+0000","2018-05-08T15:47:44.224+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,"MITCHELL, 4 MI N, 1 MI E OF",NA,NA,NA,NA,NA,"2010-01-12T18:46:12.000+0000",8,NA,NA,NA,NA,"92a3ffda-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"Skull Complete",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","Sydney Anderson",NA,NA,NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,NA,2018-05-18
"2715","GBIF","GBIF64","specimen",1954-09-01,1954,"1950s",42.6682407340654,-121.936608177623,"KU","PhysicalObject","Oregon",NA,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oregon","KLAMATH CO",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"62283","Mammalia",359,"FORT KLAMATH, 2.5 MI S, 3 MI E OF, Oregon, KLAMATH CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",86,NA,NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954-09-01T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","686391456","Erethizon","Erethizon",2437593,"WGS84",NA,"N Slade","2007-08-23",NA,NA,"Topozone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92a4027e-1ed8-11e3-bfac-90b11c41863e",NA,NA,"epixanthus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686391456,"Animalia",1,"en","2018-05-08T20:27:33.777+0000","2018-05-08T15:48:09.755+0000","2018-05-08T15:47:44.227+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,"FORT KLAMATH, 2.5 MI S, 3 MI E OF",NA,NA,NA,NA,NA,"2010-01-12T18:46:13.000+0000",9,NA,NA,NA,NA,"92a4027e-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"Skull Complete",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","Sydney Anderson",NA,NA,NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,NA,2018-05-18
"2733","GBIF","GBIF65","specimen",1953-06-20,1953,"1950s",48.7205341538331,-120.604203507604,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Okanogan County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"13512","Mammalia",359,"Harts Pass; 3 mi E, Washington, Okanogan County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,4574,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",20,NA,NA,NA,"hind foot with claw=85 mm; tail length=220 mm; total length=694 mm; verbatim collector=W. Goodge ; verbatim collector=Dept. No. 2324, M. F. Pierce ; sex=male",NA,NA,NA,NA,NA,NA,NA,"171",NA,"1953-06-20T00:00:00.000+0000",NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702666098","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Okanogan County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:13512?seid=3639393",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702666098,"Animalia",1,"en","2018-05-09T08:35:21.565+0000","2018-02-03T19:53:03.769+0000","2017-11-29T17:59:59.177+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Harts Pass; 3 mi E","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 7 Apr 1999; GEOREFERENCESOURCES: GNIS; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-25T20:35:46.000+0000",6,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:13512?seid=3639393",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:13512",NA,NA,NA,"Chordata",44,"skeleton; skin, study","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:13512",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Washington | Okanogan | Harts Pass; 3 mi E",NA,NA,NA,NA,2018-05-18
"2747","GBIF","GBIF66","specimen",1953-08-11,1953,"1950s",47.1953334607546,-120.981471561692,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Kittitas County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14201","Mammalia",359,"Cle Elum, ~2 mi W, Washington, Kittitas County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,5477,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",11,NA,NA,NA,"verbatim collector=W. Goodge ; verbatim collector=Dept. No. 2364, M. F. Pierce ; sex=female",NA,NA,NA,NA,NA,NA,NA,"223",NA,"1953-08-11T00:00:00.000+0000",NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702666267","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Kittitas County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:14201?seid=3639631",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702666267,"Animalia",1,"en","2018-05-09T08:35:23.447+0000","2018-02-03T19:53:03.735+0000","2017-11-29T17:59:59.518+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Cle Elum, ~2 mi W","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 7 Apr 1999; GEOREFERENCESOURCES: GNIS; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-25T20:35:46.000+0000",8,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:14201?seid=3639631",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:14201",NA,NA,NA,"Chordata",44,"skeleton; skin, study","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:14201",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Washington | Kittitas | Cle Elum, ~2 mi W",NA,NA,NA,NA,2018-05-18
"2756","GBIF","GBIF67","specimen",1952-01-27,1952,"1950s",42.1986714847356,-121.405817785093,"PSM","PhysicalObject","Oregon",NA,"http://vertnet.org/resources/norms.html","Oregon","Klamath",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-05357","Mammalia",359,"Bonanza, Oregon, Klamath, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,980,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","NATIVE","1952-01-27T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812641338","Erethizon","Erethizon",2437593,"WGS84",NA,"GW Shugart","7/1/2002",NA,"decimal lat/longs are GNIS or calculated using GNIS & offsets","GNIS downloaded Feb 2002","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Oregon | Klamath |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-05357",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812641338,"Animalia",1,"en","2017-10-08T11:02:21.750+0000","2018-02-04T15:56:12.096+0000","2016-12-24T11:29:37.170+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Bonanza",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",1,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-05357",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","F. H. Armstrong",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-05357",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus","27",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Klamath | Bonanza",NA,NA,NA,NA,2018-05-18
"2791","GBIF","GBIF68","specimen",1951-06-06,1951,"1950s",42.495872236536,-120.876409623059,"PSM","PhysicalObject","Oregon",NA,"http://vertnet.org/resources/norms.html","Oregon","Lake",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-03079","Mammalia",359,"Gearhart Mountain, Oregon, Lake, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,8059,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"157","NATIVE","1951-06-06T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812639919","Erethizon","Erethizon",2437593,"WGS84",NA,"GW Shugart","7/1/2002",NA,"decimal lat/longs are GNIS or calculated using GNIS & offsets","GNIS downloaded Feb 2002","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Oregon | Lake |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-03079",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812639919,"Animalia",1,"en","2017-10-08T11:02:21.012+0000","2018-02-04T15:56:10.970+0000","2016-12-24T11:29:24.871+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Gearhart Mountain",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",6,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-03079",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","M. L. Johnson & S. G. Jewett",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-03079",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus","157",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Lake | Gearhart Mountain",NA,NA,NA,NA,2018-05-18
"2853","GBIF","GBIF69","specimen",1949-07-19,1949,"1940s",44.9270782587584,-117.312958652421,"KU","PhysicalObject","Oregon",NA,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oregon","BAKER CO",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"148956","Mammalia",359,"EAGLE CREEK AREA, Oregon, BAKER CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",86,NA,NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,19,NA,NA,NA,"TotalLength: 705.0; TailLength: 194.0; HindFoot: 93.0; EarLength: 30.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-07-19T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","686476075","Erethizon","Erethizon",2437593,"WGS84",NA,"Gary W. Shugart (PSM)","2002-07-02",NA,NA,"Topo USA 4.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9641dc95-1ed8-11e3-bfac-90b11c41863e",NA,NA,"epixanthus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686476075,"Animalia",1,"en","2018-05-08T20:28:21.372+0000","2018-05-08T15:49:24.606+0000","2018-05-08T15:48:35.507+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,"EAGLE CREEK AREA",NA,NA,"midpoint creek miles mouth to extent in Baker Co.",NA,NA,"2010-01-15T13:16:11.000+0000",7,NA,NA,NA,NA,"9641dc95-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"Skull Complete",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A & PORTER R",NA,NA,NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,NA,2018-05-18
"2864","GBIF","GBIF70","specimen",1949-09-09,1949,"1940s",47.6850246873197,-119.622810427994,"PSM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Douglas",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-02282","Mammalia",359,"Jameson Lake, Moses Coulee, Washington, Douglas, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,2105,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"252","NATIVE","1949-09-09T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812638190","Erethizon","Erethizon",2437593,"WGS84",NA,"John Rozdilsky (UWBM)","6/4/2003",NA,NA,"GNIS","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Washington | Douglas |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-02282",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812638190,"Animalia",1,"en","2017-10-08T11:02:20.708+0000","2018-02-04T15:56:10.672+0000","2016-12-24T11:29:23.308+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Jameson Lake, Moses Coulee",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",9,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-02282",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","J. R. Slater",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-02282",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus","252",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Washington | Douglas | Jameson Lake, Moses Coulee",NA,NA,NA,NA,2018-05-18
"2909","GBIF","GBIF71","specimen",1948-08-04,1948,"1940s",47.3914166469285,-119.49030102297,"PSM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Grant",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-02382","Mammalia",359,"Grand Coulee, Washington, Grant, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,1622,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217","NATIVE","1948-08-04T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812639157","Erethizon","Erethizon",2437593,"WGS84",NA,"John Rozdilsky (UWBM)","4/6/2003",NA,NA,"GNIS","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Washington | Grant |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-02382",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812639157,"Animalia",1,"en","2017-10-08T11:02:20.740+0000","2018-02-04T15:56:10.888+0000","2016-12-24T11:29:23.800+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Grand Coulee",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",8,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-02382",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","M. L. Johnson",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-02382",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus","217",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Washington | Grant | Grand Coulee",NA,NA,NA,NA,2018-05-18
"2954","GBIF","GBIF72","specimen",1947-10-01,1947,"1940s",47.8227936510098,-120.775904009689,"PSM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Chelan",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-01165","Mammalia",359,"Wenatchee, Washington, Chelan, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,9184,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1947-10-01T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812637649","Erethizon","Erethizon",2437593,"WGS84",NA,"John Rozdilsky (UWBM)","4/6/2003",NA,NA,"GNIS","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Washington | Chelan |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-01165",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812637649,"Animalia",1,"en","2017-10-08T11:02:20.314+0000","2018-02-04T15:56:10.276+0000","2016-12-24T11:29:19.245+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Wenatchee",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",10,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-01165",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"Cheney, P. W. and M. L. Johnson",NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","P. W. Cheney; Cheney, P. W. and M. L. Johnson",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-01165",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Washington | Chelan | Wenatchee",NA,NA,NA,NA,2018-05-18
"2973","GBIF","GBIF73","specimen",1946-07-14,1946,"1940s",42.3991828781595,-119.780181164171,"PSM","PhysicalObject","Oregon",NA,"http://vertnet.org/resources/norms.html","Oregon","Lake",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-05356","Mammalia",359,"Hart Mountain, Oregon, Lake, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,6048,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"195","NATIVE","1946-07-14T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812641337","Erethizon","Erethizon",2437593,"WGS84",NA,"GW Shugart","7/1/2002",NA,"decimal lat/longs are GNIS or calculated using GNIS & offsets","GNIS downloaded Feb 2002","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Oregon | Lake |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-05356",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812641337,"Animalia",1,"en","2017-10-08T11:02:21.732+0000","2018-02-04T15:56:11.600+0000","2016-12-24T11:29:37.234+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Hart Mountain",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",7,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-05356",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","S. G. Jewett",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-05356",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus","195",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Lake | Hart Mountain",NA,NA,NA,NA,2018-05-18
